Date,Adj Close
9/27/2018,43.968464
9/28/2018,44.563164
10/1/2018,45.314358
10/2/2018,44.430138
10/3/2018,42.528671
10/4/2018,42.685169
10/5/2018,42.419125
10/8/2018,41.808769
10/9/2018,43.11554
10/10/2018,41.761818
10/11/2018,40.7211
10/12/2018,41.3158
10/15/2018,40.979332
10/16/2018,42.293922
10/17/2018,41.261024
10/18/2018,39.750809
10/19/2018,40.322025
10/22/2018,40.126404
10/23/2018,39.688213
10/24/2018,38.162342
10/25/2018,38.929184
10/26/2018,38.115391
10/29/2018,34.539387
10/30/2018,33.021336
10/31/2018,32.684868
11/1/2018,34.007282
11/2/2018,33.662991
11/5/2018,36.002647
11/6/2018,35.048012
11/7/2018,35.470554
11/8/2018,31.268549
11/9/2018,31.057276
11/12/2018,31.370274
11/13/2018,30.681677
11/14/2018,29.406212
11/15/2018,29.820932
11/16/2018,29.500109
11/19/2018,29.359259
11/20/2018,28.435915
11/21/2018,28.506338
11/23/2018,28.03684
11/26/2018,26.800495
11/27/2018,26.495325
11/28/2018,26.550098
11/29/2018,27.982065
11/30/2018,27.982065
12/3/2018,28.20899
12/4/2018,28.005543
12/6/2018,27.958591
12/7/2018,27.942936
12/10/2018,27.019592
12/11/2018,26.925694
12/12/2018,27.590816
12/13/2018,27.066544
12/14/2018,26.464022
12/17/2018,26.604872
12/18/2018,27.410841
12/19/2018,28.365486
12/20/2018,29.930479
12/21/2018,30.368677
12/24/2018,29.953953
12/26/2018,30.689503
12/27/2018,31.080748
12/28/2018,31.237249
12/31/2018,29.750504
1/2/2019,31.51895
1/3/2019,31.065102
1/4/2019,31.878899
1/7/2019,33.24044
1/8/2019,33.968151
1/9/2019,33.569092
1/10/2019,33.921211
1/11/2019,34.04641
1/14/2019,34.555038
1/15/2019,35.212334
1/16/2019,35.924404
1/17/2019,36.198277
1/18/2019,35.80703
1/22/2019,36.440849
1/23/2019,35.830505
1/24/2019,35.20451
1/25/2019,35.118427
1/28/2019,34.977585
1/29/2019,34.672409
1/30/2019,34.484604
1/31/2019,35.07148
2/1/2019,34.922806
2/4/2019,35.094955
2/5/2019,35.251453
2/6/2019,34.961929
2/7/2019,35.20451
2/8/2019,34.594151
2/11/2019,35.032356
2/12/2019,35.212334
2/13/2019,34.453308
2/14/2019,35.243629
2/15/2019,35.126259
2/19/2019,35.407951
2/20/2019,35.267105
2/21/2019,37.059021
2/22/2019,37.41114
2/25/2019,37.481564
2/26/2019,37.238998
2/27/2019,36.808624
2/28/2019,35.681824
3/1/2019,34.75066
3/4/2019,35.861801
3/5/2019,35.486202
3/6/2019,35.118427
3/7/2019,33.944687
3/8/2019,33.764713
3/11/2019,34.32811
3/12/2019,34.273331
3/13/2019,33.389114
3/14/2019,33.772537
3/15/2019,34.007282
3/18/2019,34.116833
3/19/2019,34.852383
3/20/2019,35.290577
3/21/2019,35.18103
3/22/2019,33.764713
3/25/2019,34.093365
3/26/2019,34.656761
3/27/2019,34.414181
3/28/2019,34.101192
3/29/2019,35.282753
4/1/2019,35.846149
4/2/2019,36.088726
4/3/2019,35.78355
4/4/2019,36.472149
4/5/2019,37.919765
4/8/2019,38.381439
4/9/2019,38.224934
4/10/2019,38.099739
4/11/2019,37.645893
4/12/2019,37.958893
4/15/2019,37.958893
4/16/2019,38.084087
4/17/2019,38.397091
4/18/2019,38.154514
4/22/2019,38.295361
4/23/2019,38.044968
4/24/2019,37.833691
4/25/2019,38.444042
4/26/2019,38.725742
4/29/2019,37.692844
4/30/2019,38.483166
5/1/2019,38.475334
5/2/2019,38.88224
5/3/2019,38.983959
5/6/2019,38.03714
5/7/2019,37.818043
5/8/2019,38.608368
5/9/2019,38.490993
5/10/2019,38.553585
5/13/2019,38.271889
5/14/2019,39.336086
5/15/2019,38.913536
5/16/2019,39.281311
5/17/2019,39.852955
5/20/2019,40.411636
5/21/2019,40.298283
5/22/2019,40.37925
5/23/2019,40.411636
5/24/2019,39.771984
5/28/2019,40.468319
5/29/2019,40.290188
5/30/2019,40.889355
5/31/2019,39.342846
6/3/2019,38.387413
6/4/2019,39.140423
6/5/2019,39.699112
6/6/2019,39.561462
6/7/2019,40.071571
6/10/2019,41.472332
6/11/2019,42.75164
6/12/2019,42.492538
6/13/2019,42.630188
6/14/2019,41.707142
6/17/2019,40.978424
6/18/2019,41.075588
6/19/2019,41.601887
6/20/2019,42.20105
6/21/2019,40.962227
6/24/2019,41.496624
6/25/2019,41.310394
6/26/2019,41.941956
6/27/2019,41.197037
6/28/2019,39.577652
7/1/2019,39.512882
7/2/2019,39.950119
7/3/2019,39.98251
7/5/2019,40.605968
7/8/2019,40.986515
7/9/2019,41.229424
7/10/2019,40.897446
7/11/2019,41.383266
7/12/2019,41.018906
7/15/2019,41.860989
7/16/2019,41.561401
7/17/2019,41.958145
7/18/2019,41.893372
7/19/2019,41.650459
7/22/2019,41.221329
7/23/2019,40.022987
7/24/2019,41.083683
7/25/2019,40.856968
7/26/2019,40.614063
7/29/2019,41.302296
7/30/2019,41.63427
7/31/2019,39.933922
8/1/2019,39.359039
8/2/2019,38.144508
8/5/2019,37.448166
8/6/2019,37.39959
8/7/2019,37.537247
8/8/2019,37.423878
8/9/2019,37.723469
8/12/2019,37.083817
8/13/2019,36.897583
8/14/2019,34.857166
8/15/2019,35.351074
8/16/2019,35.909763
8/19/2019,35.529205
8/20/2019,35.901665
8/21/2019,36.36319
8/22/2019,36.152668
8/23/2019,35.48872
8/26/2019,36.274124
8/27/2019,36.436062
8/28/2019,36.160767
